学校,URL,答卷总数,问题简称,问题,答卷编号,回答
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,食堂,食堂价格贵吗，会吃出异物吗,A6,小贵，我没吃到过但校园墙上看到过
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,食堂,食堂价格贵吗，会吃出异物吗,A7,正常价格，吃到过异物
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,食堂,食堂价格贵吗，会吃出异物吗,A8,价格还行，东南食堂一楼是比二楼便宜一点，一楼均价12左右，二楼均价16左右
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,热水,洗澡热水供应时间,A1,全天
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,热水,洗澡热水供应时间,A2,热水一直都有 但十一点半以后澡堂会关一部分灯 怕黑的人可能会觉得恐怖
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,热水,洗澡热水供应时间,A3,东南校区不清楚，东湖校区早上澡堂会检修一段时间，最晚应该是供应到凌晨两点左右
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,热水,洗澡热水供应时间,A4,全天热水，但晚上12点后会凉一些，且浴室里的灯会熄掉
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,热水,洗澡热水供应时间,A5,我们这边全天，但是听说有的宿舍楼组只有晚上有
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,热水,洗澡热水供应时间,A6,全天供应
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,热水,洗澡热水供应时间,A7,时刻都有热水，只不过每天会有一段维修时间，过了维修时间，随时可以去洗澡
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,电瓶车,校园内可以骑电瓶车吗，电池在哪能充电,A1,可以 东湖在宿舍楼前都有
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,电瓶车,校园内可以骑电瓶车吗，电池在哪能充电,A2,可以 停车棚有充电的地方
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,电瓶车,校园内可以骑电瓶车吗，电池在哪能充电,A3,东南校区不清楚，东湖校区可以，有充电桩
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,电瓶车,校园内可以骑电瓶车吗，电池在哪能充电,A4,可以，在专门停车的地方
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,电瓶车,校园内可以骑电瓶车吗，电池在哪能充电,A5,可以，充电有专门的充电桩
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,电瓶车,校园内可以骑电瓶车吗，电池在哪能充电,A6,可以骑，有专门充电的地方
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,电瓶车,校园内可以骑电瓶车吗，电池在哪能充电,A7,可以，每个宿舍楼有充电桩，但是数量不多
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,电瓶车,校园内可以骑电瓶车吗，电池在哪能充电,A8,可以骑电瓶车，有几个固定充电集中点，分散在校园里
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,限电,宿舍限电情况,A1,据说220
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,限电,宿舍限电情况,A2,不是很清楚 但好像功率不是很大
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,限电,宿舍限电情况,A3,忘了，日常用插排插电脑台灯手机充电线都没什么问题，但是空调和吹风机不能同时用
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,限电,宿舍限电情况,A4,正常使用应该没问题
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,限电,宿舍限电情况,A5,1000瓦
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,限电,宿舍限电情况,A6,不清楚，但偷偷用过吹风机没问题
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,限电,宿舍限电情况,A7,日常使用没问题，没试过具体功率
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,限电,宿舍限电情况,A8,不是特别清楚，但是不能同时使用两个小锅，会跳闸
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,通宵自习,通宵自习有去处吗,A1,有自习室 无人教室也有
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,通宵自习,通宵自习有去处吗,A2,有的 有通宵教室 但宿舍大铁门十一点关 通宵就回不来了（除非翻墙
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,通宵自习,通宵自习有去处吗,A3,东南校区不清楚，东湖校区貌似没有通宵自习室
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,通宵自习,通宵自习有去处吗,A4,无
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,通宵自习,通宵自习有去处吗,A5,有，去教室好了
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,通宵自习,通宵自习有去处吗,A6,有通宵教室
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,通宵自习,通宵自习有去处吗,A7,每个校区都有通宵教室，东湖校区的通宵教室已经装上空调了，东南校区的还没有空调
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,电脑,大一能带电脑吗,A1,能
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,电脑,大一能带电脑吗,A2,可以
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,电脑,大一能带电脑吗,A3,可以带
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,电脑,大一能带电脑吗,A4,电脑可以的，像很多专业都一定要用电脑的
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,电脑,大一能带电脑吗,A5,可以带电脑
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,卡消费,学校里面用什么卡，饭堂怎样消费,A1,学校和交通银行联名的银行卡 食堂也能直接扫微信
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,卡消费,学校里面用什么卡，饭堂怎样消费,A2,有和建设银行合作的校园卡 饭堂可以刷卡也可以微信支付
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,卡消费,学校里面用什么卡，饭堂怎样消费,A3,有校园卡，食堂用校园卡/手机支付都可以，不过东湖校区南食堂二楼有些店似乎只支持校园卡
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,卡消费,学校里面用什么卡，饭堂怎样消费,A4,洗澡要用校园卡，微信支付宝校园卡度可以
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,卡消费,学校里面用什么卡，饭堂怎样消费,A5,用校园卡，饭堂微信，支付宝，校园卡都可以用
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,卡消费,学校里面用什么卡，饭堂怎样消费,A6,绑定之后直接刷微信
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,卡消费,学校里面用什么卡，饭堂怎样消费,A7,有专用的校园卡
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,卡消费,学校里面用什么卡，饭堂怎样消费,A8,学校一般缴费发奖学金会打到学校跟建行的联名卡里，这张卡会随着录取通知书一起寄给学生。食堂一般用微信支付
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,银行卡,学校会给学生发银行卡吗,A1,会
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,银行卡,学校会给学生发银行卡吗,A2,不会
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,银行卡,学校会给学生发银行卡吗,A3,会，校园卡就是银行卡
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,银行卡,学校会给学生发银行卡吗,A4,会，校园卡也是社保卡
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,超市,学校的超市怎么样,A1,挺多的
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,超市,学校的超市怎么样,A2,还行 有两家 价格挺正常
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,超市,学校的超市怎么样,A3,东南校区不清楚，东湖校区两个超市一般吧，水果店小贵尽量淘宝
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,超市,学校的超市怎么样,A4,有点小贵
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,超市,学校的超市怎么样,A5,有两个，一个挺坑的，买东西一定要比对
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,超市,学校的超市怎么样,A6,两个超市一个贵一个便宜点，便宜的跟外面价格差不多
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,超市,学校的超市怎么样,A7,小贵
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,超市,学校的超市怎么样,A8,水果很贵，东南的水果店已经被垄断了，一半西瓜起码15块。东南校区超市价格还可以，只不过卖的雨伞3、40一把
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,快递,学校的收发快递政策怎么样,A1,有快递站 挺方便的
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,快递,学校的收发快递政策怎么样,A2,挺好的 菜鸟驿站很方便
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,快递,学校的收发快递政策怎么样,A3,东南校区不清楚，东湖校区南食堂旁边有快递站，可以收发快递
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,快递,学校的收发快递政策怎么样,A4,还行
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,快递,学校的收发快递政策怎么样,A5,有专门的快递站，收发都在快递站
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,快递,学校的收发快递政策怎么样,A6,方便
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,快递,学校的收发快递政策怎么样,A7,一般政策
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,快递,学校的收发快递政策怎么样,A8,有专门的快递驿站
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,共享单车,学校里面的共享单车数目与种类如何,A1,东湖 学校门口有 校内没有
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,共享单车,学校里面的共享单车数目与种类如何,A2,没有！！！
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,共享单车,学校里面的共享单车数目与种类如何,A3,东南校区不清楚，东湖校区没有共享单车呢呵呵呵，校门口也没有🙂
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,共享单车,学校里面的共享单车数目与种类如何,A4,没有共享单车
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,共享单车,学校里面的共享单车数目与种类如何,A5,没有
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,共享单车,学校里面的共享单车数目与种类如何,A6,无
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,共享单车,学校里面的共享单车数目与种类如何,A7,东南校区门口有共享电动单车，都是“永安行”，学生每天有两次40分钟内骑行的免费次数
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,门禁,现阶段学校的门禁情况如何,A1,除周末和节假日十二点关宿舍大门 其他时间十一点好像
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,门禁,现阶段学校的门禁情况如何,A2,校门需要刷脸进 宿舍单元门早上六点开 晚上十一点关
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,门禁,现阶段学校的门禁情况如何,A3,东南校区不清楚，东湖校区晚上十一点宿舍区关门
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,门禁,现阶段学校的门禁情况如何,A4,宿舍楼大门11点关平时，周六周日12点
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,门禁,现阶段学校的门禁情况如何,A5,11点宿舍锁门，但可以翻进来
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,门禁,现阶段学校的门禁情况如何,A6,进出要刷脸或者证件
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,门禁,现阶段学校的门禁情况如何,A7,进出大门刷脸或证件
苏州工学院,https://cn.colleges.chat/universities/su-zhou-gong-xue-yuan/,8,门禁,现阶段学校的门禁情况如何,A8,11点关大门，宿舍门禁周日到周四11点关，周五、周六12点关
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,上床下桌,宿舍是上床下桌吗,A1,有上床下桌，但大一新生是六人间，没有上床下桌。
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,上床下桌,宿舍是上床下桌吗,A2,不知道
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,上床下桌,宿舍是上床下桌吗,A3,四人寝是，六人寝不是
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,空调,教室和宿舍有没有空调,A1,有
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,空调,教室和宿舍有没有空调,A2,不知道
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,空调,教室和宿舍有没有空调,A3,都有
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,独立卫浴,有独立卫浴吗？没有独立浴室的话，澡堂离宿舍多远,A1,有
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,独立卫浴,有独立卫浴吗？没有独立浴室的话，澡堂离宿舍多远,A2,不知道
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,独立卫浴,有独立卫浴吗？没有独立浴室的话，澡堂离宿舍多远,A3,有独立卫浴
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,早晚自习,有早自习、晚自习吗,A1,没有
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,早晚自习,有早自习、晚自习吗,A2,不知道
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,晨跑,有晨跑吗,A1,没有
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,晨跑,有晨跑吗,A2,不知道
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,跑步打卡,每学期跑步打卡的要求是多少公里，可以骑车吗,A1,一般没有跑步打卡要求，可以骑车
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,跑步打卡,每学期跑步打卡的要求是多少公里，可以骑车吗,A2,不知道
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,跑步打卡,每学期跑步打卡的要求是多少公里，可以骑车吗,A3,没有校园跑，学校内可以骑车
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,寒暑假,寒暑假放多久，每年小学期有多长,A1,寒假一个多个月，暑假两个半月，每年小学期合计7个月，每个学期三个月到四个月不等。
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,寒暑假,寒暑假放多久，每年小学期有多长,A2,不知道
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,寒暑假,寒暑假放多久，每年小学期有多长,A3,寒假一个半，暑假两个半，一学期在五个月左右
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,外卖,学校允许点外卖吗，取外卖的地方离宿舍楼多远,A1,允许，校门口拿外卖，但是有些外卖可以送到宿舍楼下。
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,外卖,学校允许点外卖吗，取外卖的地方离宿舍楼多远,A2,不知道
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,外卖,学校允许点外卖吗，取外卖的地方离宿舍楼多远,A3,允许，学校有好几个门可以取外卖，点离得近的门就可以
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,交通,学校交通便利吗，有地铁吗，在市区吗，不在的话进城要多久,A1,不是很方便，有地铁，在城郊，需要先坐公交去地铁站，去市区需要三四十分钟。
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,交通,学校交通便利吗，有地铁吗，在市区吗，不在的话进城要多久,A2,不知道
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,交通,学校交通便利吗，有地铁吗，在市区吗，不在的话进城要多久,A3,学校在教育园区，交通有一点不方便，但是周边有万达和城市广场相对来说可以满足购物的需求
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,洗衣机,宿舍楼有洗衣机吗,A1,有公用洗衣机。
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,洗衣机,宿舍楼有洗衣机吗,A2,不知道
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,洗衣机,宿舍楼有洗衣机吗,A3,每栋四个公共洗衣机一个烘干机
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,校园网,校园网怎么样,A1,免费校园网下载速度最快大概5mb/s，同时最多登录两个设备。
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,校园网,校园网怎么样,A2,不知道
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,校园网,校园网怎么样,A3,公用校园网5mb/s左右
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,断电断网,每天断电断网吗，几点开始断,A1,断电不断网，断电:周一至周五23点，周六天24点。
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,断电断网,每天断电断网吗，几点开始断,A2,不知道
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,断电断网,每天断电断网吗，几点开始断,A3,断电不断网，周日到周四是晚上11点，周五12点，周六不断电
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,食堂,食堂价格贵吗，会吃出异物吗,A1,江浙沪正常水平，比校外及市区便宜一点点，没有吃出过离谱的异物（有出现过钢丝球头发等）
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,食堂,食堂价格贵吗，会吃出异物吗,A2,不知道
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,食堂,食堂价格贵吗，会吃出异物吗,A3,一顿饭十几，算江浙沪正常价格，食堂整改规范之后没吃出过异物
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,热水,洗澡热水供应时间,A1,早上7，8点后到晚上23:30
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,热水,洗澡热水供应时间,A2,不知道
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,热水,洗澡热水供应时间,A3,中午12-13点，晚上17-23点
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,电瓶车,校园内可以骑电瓶车吗，电池在哪能充电,A1,可以骑，每栋宿舍楼和教学楼外有固定的充电和停车棚。
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,电瓶车,校园内可以骑电瓶车吗，电池在哪能充电,A2,不知道
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,电瓶车,校园内可以骑电瓶车吗，电池在哪能充电,A3,可以，但是从2023届开始不让办校园车牌了，买电瓶车只能找学长学姐买车牌，没有校园车牌的车会被保卫处锁。每两栋楼之间有飞车充电的大棚
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,限电,宿舍限电情况,A1,不能使用大功率电器，热水壶吹风机都不行。
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,限电,宿舍限电情况,A2,不知道
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,限电,宿舍限电情况,A3,禁止大功率电器，用了大功率宿舍会断电，需要去保卫处签字重新开电，小的电煮锅小的吹风机可以用但是不能被宿管看到
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,通宵自习,通宵自习有去处吗,A1,无，只能在宿舍，宿舍有门禁，图书馆九点闭馆。
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,通宵自习,通宵自习有去处吗,A2,不知道
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,通宵自习,通宵自习有去处吗,A3,图书馆晚上九点关门，自习只能在宿舍
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,电脑,大一能带电脑吗,A1,能
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,电脑,大一能带电脑吗,A2,不知道
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,卡消费,学校里面用什么卡，饭堂怎样消费,A1,校园卡。食堂刷卡，手机二维码付款，NFC，现金都可以（现金用得少）
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,卡消费,学校里面用什么卡，饭堂怎样消费,A2,不知道
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,卡消费,学校里面用什么卡，饭堂怎样消费,A3,一开始没录入信息的时候用校园一卡通，录入之后就不用了，食堂用支付宝和微信
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,银行卡,学校会给学生发银行卡吗,A1,会
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,银行卡,学校会给学生发银行卡吗,A2,不知道
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,银行卡,学校会给学生发银行卡吗,A3,开学前会发农业银行的卡用来交学费
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,超市,学校的超市怎么样,A1,还可以，有些东西偏贵
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,超市,学校的超市怎么样,A2,不知道
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,超市,学校的超市怎么样,A3,正常价格，东西比较全，生活超市和文具超市分开
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,快递,学校的收发快递政策怎么样,A1,比较人性化，快递到驿站后三天没有收就会退回。
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,快递,学校的收发快递政策怎么样,A2,不知道
苏州工艺美术职业技术学院,https://cn.colleges.chat/universities/su-zhou-gong-yi-mei-zhu-zhi-ye-ji-zhu-xue-yuan/,3,快递,学校的收发快递政策怎么样,A3,学校内设有菜鸟驿站，快递四天未取按照快递公司要求退回
